Weight,FatContent,ProductVisibility,ProductType,MRP,EstablishmentYear,StoreSize,CityTier,StoreCategory,StoreSales,SqrtProductVisibility,ProductGroup,MRP_bin,Vis_bin
13.15,Low Fat,0.043727261,Snack Foods,182.595,1987,High,Tier 3,Supermarket Type1,3478.805,0.20911064296204535,Snacks & Beverages,Mid-High,Mid-Low
7.51,Low Fat,0.104023565,Snack Foods,112.4544,2002,Small,Tier 2,Supermarket Type1,2013.3792,0.32252684384404345,Snacks & Beverages,Mid-Low,High
13.85,Regular,0.056271701,Breakfast,232.23,1987,High,Tier 3,Supermarket Type1,1398.18,0.23721656982597147,Grains & Bakery,High,Mid-Low
9.1,Low Fat,0.080619969,Household,47.4718,2009,Medium,Tier 3,Supermarket Type2,472.718,0.283936558054788,Household & Hygiene,Low,Mid-High
19.85,Low Fat,0.045761855,Fruits and Vegetables,125.602,2002,Small,Tier 2,Supermarket Type1,632.51,0.21392020708666115,Fresh Produce,Mid-Low,Mid-Low
11.6,Regular,0.078863888,Frozen Foods,83.2276,1987,High,Tier 3,Supermarket Type1,1543.3244,0.2808271496846414,Dairy & Frozen,Low,Mid-High
15.7,Regular,0.027729547,Canned,169.379,2009,Medium,Tier 3,Supermarket Type2,1528.011,0.16652191147113343,Canned & Packaged,Mid-High,Low
12.35,Regular,0.170646494,Meat,46.3376,1985,Medium,Tier 3,Supermarket Type3,2109.2544,0.4130938077483128,Fresh Produce,Low,High
20.35,Low Fat,0.039235527,Household,127.2678,1987,High,Tier 3,Supermarket Type1,1017.3424,0.19807959763690958,Household & Hygiene,Mid-Low,Mid-Low
10.5,Regular,0.02502991,Fruits and Vegetables,218.4508,1999,Medium,Tier 1,Supermarket Type1,2821.6604,0.15820843846015295,Fresh Produce,High,Low
5.655,Low Fat,0.085622362,Fruits and Vegetables,167.25,2009,Medium,Tier 3,Supermarket Type2,2330.3,0.29261299014226966,Fresh Produce,Mid-High,Mid-High
11.1,Low Fat,0.059968347,Fruits and Vegetables,152.8366,2002,Small,Tier 2,Supermarket Type1,1662.5026,0.24488435433894098,Fresh Produce,Mid-High,Mid-High
15.0,Low Fat,0.049038621,Soft Drinks,65.4168,1987,High,Tier 3,Supermarket Type1,1661.8368,0.22144665497586546,Snacks & Beverages,Low,Mid-Low
14.15,Low Fat,0.036147029,Soft Drinks,39.3138,2007,Small,Tier 2,Supermarket Type1,527.9794,0.19012372024552854,Snacks & Beverages,Low,Mid-Low
12.5,Regular,0.110614538,Fruits and Vegetables,80.6592,2007,Small,Tier 2,Supermarket Type1,1651.184,0.33258763957790133,Fresh Produce,Low,High
20.35,Low Fat,0.142393712,Snack Foods,122.7072,2009,Medium,Tier 3,Supermarket Type2,1470.0864,0.3773509136069502,Snacks & Beverages,Mid-Low,High
8.85,Low Fat,0.053976156,Fruits and Vegetables,181.5292,2002,Small,Tier 2,Supermarket Type1,1277.0044,0.2323276909883968,Fresh Produce,Mid-High,Mid-Low
7.55,Regular,0.03107068,Fruits and Vegetables,122.4072,2009,Medium,Tier 3,Supermarket Type2,857.5504,0.17626877204995783,Fresh Produce,Mid-Low,Low
18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,2004,Small,Tier 2,Supermarket Type1,1890.2062,0.1939480342772259,Fresh Produce,Mid-Low,Mid-Low
13.1,Low Fat,0.054363971,Fruits and Vegetables,105.099,1985,Small,Tier 1,Grocery Store,103.199,0.23316082646962805,Fresh Produce,Mid-Low,Mid-Low
12.6,Low Fat,0.161039887,Snack Foods,210.2612,1998,Small,Tier 3,Grocery Store,418.1224,0.4012977535446716,Snacks & Beverages,High,High
9.395,Low Fat,0.040023967,Others,85.5908,1999,Medium,Tier 1,Supermarket Type1,1006.6896,0.20005990852742087,Canned & Packaged,Low,Mid-Low
7.21,Regular,0.057583737999999995,Snack Foods,103.1332,2007,Small,Tier 2,Supermarket Type1,3281.0624,0.23996611844175,Snacks & Beverages,Mid-Low,Mid-Low
18.35,Low Fat,0.030619301,Health and Hygiene,194.0162,2009,Medium,Tier 3,Supermarket Type2,2886.243,0.17498371638526827,Household & Hygiene,High,Low
11.3,Regular,0.054637635,Meat,93.3094,1999,Medium,Tier 1,Supermarket Type1,3046.7008,0.23374694650412012,Fresh Produce,Mid-Low,Mid-Low
17.25,Low Fat,0.063079544,Frozen Foods,40.8822,2009,Medium,Tier 3,Supermarket Type2,628.5152,0.25115641341602246,Dairy & Frozen,Low,Mid-High
11.65,Low Fat,0.132995494,Baking Goods,113.5544,1985,Small,Tier 1,Grocery Store,223.7088,0.3646854727021629,Grains & Bakery,Mid-Low,High
11.85,Regular,0.050085152,Fruits and Vegetables,164.7526,1997,Small,Tier 1,Supermarket Type1,1315.6208,0.22379712241224192,Fresh Produce,Mid-High,Mid-Low
9.6,Low Fat,0.096689673,Soft Drinks,168.0158,2009,Medium,Tier 3,Supermarket Type2,1336.9264,0.31094963096939027,Snacks & Beverages,Mid-High,High
12.15,Low Fat,0.026010729,Starchy Foods,119.144,2007,Small,Tier 2,Supermarket Type1,2157.192,0.16127842075119658,Grains & Bakery,Mid-Low,Low
17.75,Low Fat,0.075959623,Baking Goods,112.4544,1997,Small,Tier 1,Supermarket Type1,2460.7968,0.2756077339263178,Grains & Bakery,Mid-Low,Mid-High
20.35,Low Fat,0.021413346,Household,76.2328,2009,Medium,Tier 3,Supermarket Type2,463.3968,0.14633299696240762,Household & Hygiene,Low,Low
8.785,Low Fat,0.058778429,Fruits and Vegetables,120.5414,1987,High,Tier 3,Supermarket Type1,1583.9382,0.24244263032725907,Fresh Produce,Mid-Low,Mid-High
12.85,Low Fat,0.126924095,Frozen Foods,87.2224,1985,Medium,Tier 3,Supermarket Type3,3494.1184,0.35626408042349705,Dairy & Frozen,Low,High
6.11,Regular,0.103340142,Fruits and Vegetables,131.2968,2009,Medium,Tier 3,Supermarket Type2,913.4776,0.3214656155796448,Fresh Produce,Mid-Low,High
12.15,Low Fat,0.046559448,Health and Hygiene,125.173,1985,Medium,Tier 3,Supermarket Type3,3572.017,0.21577638424999154,Household & Hygiene,Mid-Low,Mid-Low
15.15,Regular,0.012288171,Snack Foods,129.9284,2002,Small,Tier 2,Supermarket Type1,2241.0828,0.11085202298560004,Snacks & Beverages,Mid-Low,Low
10.5,Regular,0.142827296,Breads,159.4578,2002,Small,Tier 2,Supermarket Type1,3048.6982,0.3779249872659917,Grains & Bakery,Mid-High,High
13.1,Low Fat,0.022291121,Fruits and Vegetables,93.6094,1985,Medium,Tier 3,Supermarket Type3,3713.1666,0.1493021131799547,Fresh Produce,Mid-Low,Low
16.7,Regular,0.061992874,Snack Foods,60.9562,1987,High,Tier 3,Supermarket Type1,355.5372,0.24898368219624353,Snacks & Beverages,Low,Mid-High
9.035,Regular,0.17417636,Meat,148.9708,2009,Medium,Tier 3,Supermarket Type2,2257.062,0.41734441412339524,Fresh Produce,Mid-High,High
11.0,Low Fat,0.037953762,Health and Hygiene,38.448,1999,Medium,Tier 1,Supermarket Type1,1198.44,0.19481725282941448,Household & Hygiene,Low,Mid-Low
11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3402,2007,Small,Tier 2,Supermarket Type1,275.6412,0.34969937660796596,Fresh Produce,Low,High
10.695,Regular,0.128247408,Dairy,121.844,2009,Medium,Tier 3,Supermarket Type2,2277.036,0.3581164726733469,Dairy & Frozen,Mid-Low,High
13.15,Regular,0.038341654,Snack Foods,146.2102,1985,Medium,Tier 3,Supermarket Type3,4228.4958,0.19581024998707294,Snacks & Beverages,Mid-High,Mid-Low
9.105,Low Fat,0.038699553,Household,33.79,2007,Small,Tier 2,Supermarket Type1,199.74,0.19672201961143038,Household & Hygiene,Low,Mid-Low
16.2,Low Fat,0.01940856,Soft Drinks,156.7972,1999,Medium,Tier 1,Supermarket Type1,3739.1328,0.13931460799212694,Snacks & Beverages,Mid-High,Low
11.65,Low Fat,0.137870237,Baking Goods,175.037,1985,Small,Tier 1,Grocery Store,352.874,0.37130881621636724,Grains & Bakery,Mid-High,High
18.75,Low Fat,0.052800258,Snack Foods,193.2504,2004,Small,Tier 2,Supermarket Type1,2684.5056,0.22978306726127581,Snacks & Beverages,High,Mid-Low
13.3,Low Fat,0.06355415,Frozen Foods,149.4708,2004,Small,Tier 2,Supermarket Type1,1354.2372,0.25209948433108703,Dairy & Frozen,Mid-High,Mid-High
6.425,Low Fat,0.01043823,Canned,115.8808,1997,Small,Tier 1,Supermarket Type1,1757.712,0.10216765633017134,Canned & Packaged,Mid-Low,Low
16.35,Low Fat,0.020589623,Fruits and Vegetables,53.2324,2002,Small,Tier 2,Supermarket Type1,727.0536,0.14349084639794973,Fresh Produce,Low,Low
19.6,Regular,0.041806702,Frozen Foods,48.8376,2007,Small,Tier 2,Supermarket Type1,527.3136,0.2044668726224373,Dairy & Frozen,Low,Mid-Low
18.2,Low Fat,0.012679191,Snack Foods,139.818,2007,Small,Tier 2,Supermarket Type1,838.908,0.11260191383808714,Snacks & Beverages,Mid-Low,Low
19.0,Low Fat,0.128289285,Snack Foods,104.9622,1999,Medium,Tier 1,Supermarket Type1,1164.4842,0.35817493630906116,Snacks & Beverages,Mid-Low,High
11.395,Low Fat,0.009878459,Health and Hygiene,47.6034,1997,Small,Tier 1,Supermarket Type1,1312.2918,0.09939043716575553,Household & Hygiene,Low,Low
6.635,Regular,0.046090204,Frozen Foods,37.1506,1997,Small,Tier 1,Supermarket Type1,834.9132,0.21468629206355958,Dairy & Frozen,Low,Mid-Low
17.85,Regular,0.046680961,Fruits and Vegetables,121.9388,1999,Medium,Tier 1,Supermarket Type1,3962.8416,0.2160577723665594,Fresh Produce,Mid-Low,Mid-Low
14.15,Low Fat,0.03546967,Canned,256.3014,2007,Small,Tier 2,Supermarket Type1,4845.0266,0.18833393215244035,Canned & Packaged,High,Mid-Low
5.5,Low Fat,0.047290068,Others,100.5016,2009,Medium,Tier 3,Supermarket Type2,1416.8224,0.2174627968182144,Canned & Packaged,Mid-Low,Mid-Low
8.895,Regular,0.13842353,Frozen Foods,163.0236,2007,Small,Tier 2,Supermarket Type1,1127.8652,0.37205312792664436,Dairy & Frozen,Mid-High,High
17.7,Regular,0.027779381,Fruits and Vegetables,50.1034,1998,Small,Tier 3,Grocery Store,97.2068,0.16667147626393666,Fresh Produce,Low,Low
11.65,Regular,0.062343432,Baking Goods,121.3098,1985,Small,Tier 1,Grocery Store,120.5098,0.24968666764567146,Grains & Bakery,Mid-Low,Mid-High
10.0,Low Fat,0.046043736,Frozen Foods,140.618,2009,Medium,Tier 3,Supermarket Type2,2376.906,0.21457804174705294,Dairy & Frozen,Mid-Low,Mid-Low
7.09,Low Fat,0.007215314,Baking Goods,47.6034,1997,Small,Tier 1,Supermarket Type1,1458.102,0.08494300442061135,Grains & Bakery,Low,Low
12.15,Regular,0.132083542,Fruits and Vegetables,189.5872,1997,Small,Tier 1,Supermarket Type1,3403.5696,0.36343299519994055,Fresh Produce,High,High
7.75,Regular,0.083399788,Frozen Foods,34.5558,2007,Small,Tier 2,Supermarket Type1,441.4254,0.2887902145156584,Dairy & Frozen,Low,Mid-High
13.1,Regular,0.043978369,Fruits and Vegetables,178.4318,1985,Medium,Tier 3,Supermarket Type3,2526.0452,0.20971020242229516,Fresh Produce,Mid-High,Mid-Low
5.03,Low Fat,0.008639333,Household,122.2756,1987,High,Tier 3,Supermarket Type1,2059.9852,0.09294801235099114,Household & Hygiene,Mid-Low,Low
9.8,Regular,0.015089965,Meat,249.6408,1997,Small,Tier 1,Supermarket Type1,1001.3632,0.12284121865237255,Fresh Produce,High,Low
13.15,Low Fat,0.140582485,Household,47.1718,1985,Small,Tier 1,Grocery Store,141.8154,0.3749433090481813,Household & Hygiene,Low,High
12.65,Low Fat,0.123007534,Meat,106.0938,2004,Small,Tier 2,Supermarket Type1,2679.845,0.3507242991296725,Fresh Produce,Mid-Low,High
19.6,Low Fat,0.046559448,Health and Hygiene,150.3024,2009,Medium,Tier 3,Supermarket Type2,2580.6408,0.21577638424999154,Household & Hygiene,Mid-High,Mid-Low
6.85,Low Fat,0.02288328,Frozen Foods,261.2594,1997,Small,Tier 1,Supermarket Type1,2878.2534,0.15127220498161584,Dairy & Frozen,High,Low
10.6,Low Fat,0.087045086,Breads,196.7794,1985,Medium,Tier 3,Supermarket Type3,6242.5408,0.29503404210361894,Grains & Bakery,High,Mid-High
7.09,Low Fat,0.007256127,Baking Goods,50.4034,2007,Small,Tier 2,Supermarket Type1,340.2238,0.08518290321420138,Grains & Bakery,Low,Low
6.55,Low Fat,0.024664556,Breads,103.3332,2007,Small,Tier 2,Supermarket Type1,2050.664,0.1570495335873367,Grains & Bakery,Mid-Low,Low
19.25,Low Fat,0.180820798,Household,35.9558,1998,Small,Tier 3,Grocery Store,67.9116,0.4252302881968781,Household & Hygiene,Low,High
5.635,Low Fat,0.103693024,Baking Goods,149.905,2009,Medium,Tier 3,Supermarket Type2,2546.685,0.3220140121174853,Grains & Bakery,Mid-High,High
7.035,Low Fat,0.021849398,Frozen Foods,262.091,1997,Small,Tier 1,Supermarket Type1,4207.856,0.1478154186815435,Dairy & Frozen,High,Low
7.72,Regular,0.074731477,Breads,77.5986,1997,Small,Tier 1,Supermarket Type1,1947.465,0.27337058546961485,Grains & Bakery,Low,Mid-High
13.0,Low Fat,0.154244343,Canned,77.9986,2009,Medium,Tier 3,Supermarket Type2,1168.479,0.3927395358249536,Canned & Packaged,Low,High
8.51,Low Fat,0.049016517,Household,142.147,1999,Medium,Tier 1,Supermarket Type1,1717.764,0.22139674116842822,Household & Hygiene,Mid-High,Mid-Low
13.35,Regular,0.042412572,Dairy,119.0782,1985,Medium,Tier 3,Supermarket Type3,1549.3166,0.20594312807180531,Dairy & Frozen,Mid-Low,Mid-Low
9.8,Regular,0.072990979,Snack Foods,121.6098,1999,Medium,Tier 1,Supermarket Type1,1566.6274,0.270168427096876,Snacks & Beverages,Mid-Low,Mid-High
19.85,Low Fat,0.005243282,Dairy,266.1884,1999,Medium,Tier 1,Supermarket Type1,3179.8608,0.07241051028683612,Dairy & Frozen,High,Low
12.1,Low Fat,0.034427577,Snack Foods,146.6734,1998,Small,Tier 3,Grocery Store,296.9468,0.18554669762623102,Snacks & Beverages,Mid-High,Mid-Low
15.5,Low Fat,0.053455158,Soft Drinks,43.677,1999,Medium,Tier 1,Supermarket Type1,562.601,0.23120371536807102,Snacks & Beverages,Low,Mid-Low
9.5,Regular,0.057583737999999995,Snack Foods,182.3608,1998,Small,Tier 3,Grocery Store,1102.5648,0.23996611844175,Snacks & Beverages,Mid-High,Mid-Low
13.15,Regular,0.037768989,Snack Foods,88.5856,1985,Medium,Tier 3,Supermarket Type3,1845.5976,0.19434245290208726,Snacks & Beverages,Low,Mid-Low
8.155,Low Fat,0.119428052,Meat,190.853,2004,Small,Tier 2,Supermarket Type1,2466.789,0.34558363965905564,Fresh Produce,High,High
8.18,Low Fat,0.013183517,Household,143.1154,2009,Medium,Tier 3,Supermarket Type2,1843.6002,0.11481949747320792,Household & Hygiene,Mid-High,Low
12.15,Low Fat,0.072838381,Canned,155.2972,1985,Medium,Tier 3,Supermarket Type3,5141.3076,0.2698858666177242,Canned & Packaged,Mid-High,Mid-High
19.6,Regular,0.128235131,Snack Foods,169.2816,1999,Medium,Tier 1,Supermarket Type1,1174.4712,0.3580993311917798,Snacks & Beverages,Mid-High,High
20.6,Low Fat,0.046559448,Health and Hygiene,148.8392,1997,Small,Tier 1,Supermarket Type1,2684.5056,0.21577638424999154,Household & Hygiene,Mid-High,Mid-Low
9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,2007,Small,Tier 2,Supermarket Type1,2535.3664,0.33850246971034054,Household & Hygiene,Mid-High,High
8.85,Low Fat,0.054171606,Fruits and Vegetables,183.9292,2007,Small,Tier 2,Supermarket Type1,2918.8672,0.2327479452111232,Fresh Produce,High,Mid-Low
8.93,Low Fat,0.049016517,Household,53.2614,1999,Medium,Tier 1,Supermarket Type1,552.614,0.22139674116842822,Household & Hygiene,Low,Mid-Low
17.5,Low Fat,0.026912667,Frozen Foods,261.291,1999,Medium,Tier 1,Supermarket Type1,3418.883,0.1640508061546788,Dairy & Frozen,High,Low
16.1,Low Fat,0.100799828,Fruits and Vegetables,78.4328,2007,Small,Tier 2,Supermarket Type1,1467.4232,0.31748988645309634,Fresh Produce,Low,High
13.65,Low Fat,0.077390746,Health and Hygiene,54.693,2002,Small,Tier 2,Supermarket Type1,679.116,0.2781919229596718,Household & Hygiene,Low,Mid-High
13.15,Low Fat,0.056543464,Soft Drinks,140.5812,2002,Small,Tier 2,Supermarket Type1,427.4436,0.23778869611484899,Snacks & Beverages,Mid-Low,Mid-Low
6.26,Regular,0.009923732,Meat,152.8366,2007,Small,Tier 2,Supermarket Type1,3778.415,0.09961793011300726,Fresh Produce,Mid-High,Low
19.7,Regular,0.016238512,Canned,186.4556,2002,Small,Tier 2,Supermarket Type1,5069.4012,0.127430420230022,Canned & Packaged,High,Low
10.695,Regular,0.156072361,Breakfast,169.3474,1985,Medium,Tier 3,Supermarket Type3,3874.2902,0.3950599460841354,Grains & Bakery,Mid-High,High
11.8,Low Fat,0.115636723,Soft Drinks,199.7084,2009,Medium,Tier 3,Supermarket Type2,3571.3512,0.3400540001235098,Snacks & Beverages,High,High
13.85,Low Fat,0.030920531,Soft Drinks,141.0154,2009,Medium,Tier 3,Supermarket Type2,1701.7848,0.17584234700435503,Snacks & Beverages,Mid-Low,Low
14.35,Low Fat,0.080594133,Baking Goods,80.996,1997,Small,Tier 1,Supermarket Type1,1757.712,0.28389105833048,Grains & Bakery,Low,Mid-High
12.85,Low Fat,0.167725251,Frozen Foods,128.3678,1985,Small,Tier 1,Grocery Store,127.1678,0.4095427340339467,Dairy & Frozen,Mid-Low,High
20.7,Regular,0.100378096,Fruits and Vegetables,122.4388,2002,Small,Tier 2,Supermarket Type1,1238.388,0.31682502426418274,Fresh Produce,Mid-Low,High
7.64,Regular,0.070847865,Snack Foods,91.712,2002,Small,Tier 2,Supermarket Type1,2050.664,0.26617262255912044,Snacks & Beverages,Low,Mid-High
19.6,Regular,0.04163619,Frozen Foods,47.3376,1999,Medium,Tier 1,Supermarket Type1,1150.5024,0.2040494792936262,Dairy & Frozen,Low,Mid-Low
18.5,Low Fat,0.025756826,Meat,87.2172,2004,Small,Tier 2,Supermarket Type1,802.9548,0.16048933297886186,Fresh Produce,Low,Low
12.3,Low Fat,0.076987408,Household,247.946,2007,Small,Tier 2,Supermarket Type1,3202.498,0.2774660483734902,Household & Hygiene,High,Mid-High
12.1,Low Fat,0.079968115,Household,170.8106,2002,Small,Tier 2,Supermarket Type1,4619.9862,0.28278634160793553,Household & Hygiene,Mid-High,Mid-High
7.21,Regular,0.14460413,Snack Foods,102.6332,2004,Small,Tier 2,Supermarket Type1,2153.1972,0.38026849724898326,Snacks & Beverages,Mid-Low,High
17.6,Regular,0.047524635,Snack Foods,118.2782,2007,Small,Tier 2,Supermarket Type1,715.0692,0.21800145641715332,Snacks & Beverages,Mid-Low,Mid-Low
6.135,Regular,0.079776075,Baking Goods,152.8366,2007,Small,Tier 2,Supermarket Type1,1964.7758,0.2824465878710522,Grains & Bakery,Mid-High,Mid-High
19.6,Low Fat,0.023988387,Household,104.5964,1999,Medium,Tier 1,Supermarket Type1,1262.3568,0.1548818485168614,Household & Hygiene,Mid-Low,Low
12.1,Low Fat,0.011563024,Dairy,164.9526,2002,Small,Tier 2,Supermarket Type1,2302.3364,0.10753150236093607,Dairy & Frozen,Mid-High,Low
14.5,Low Fat,0.089703476,Health and Hygiene,158.3604,1987,High,Tier 3,Supermarket Type1,1109.2228,0.29950538559431616,Household & Hygiene,Mid-High,Mid-High
8.96,Regular,0.06893834,Fruits and Vegetables,196.4768,1997,Small,Tier 1,Supermarket Type1,2561.9984,0.2625611166947612,Fresh Produce,High,Mid-High
20.7,Low Fat,0.169667145,Canned,183.5266,1987,High,Tier 3,Supermarket Type1,4426.2384,0.41190671880900415,Canned & Packaged,Mid-High,High
7.145,Low Fat,0.017814518,Frozen Foods,159.8578,1999,Medium,Tier 1,Supermarket Type1,2246.4092,0.13347103805695076,Dairy & Frozen,Mid-High,Low
9.6,Regular,0.027399064,Snack Foods,258.3304,2002,Small,Tier 2,Supermarket Type1,4133.2864,0.1655266262569258,Snacks & Beverages,High,Low
14.5,Regular,0.097398254,Snack Foods,157.4262,2002,Small,Tier 2,Supermarket Type1,3978.155,0.31208693340157645,Snacks & Beverages,Mid-High,High
18.85,Low Fat,0.039723999,Snack Foods,41.048,2002,Small,Tier 2,Supermarket Type1,918.804,0.19930880311717294,Snacks & Beverages,Low,Mid-Low
13.8,Low Fat,0.05843112,Dairy,243.6802,2007,Small,Tier 2,Supermarket Type1,1965.4416,0.24172529863462783,Dairy & Frozen,High,Mid-High
20.35,Regular,0.030990354,Dairy,256.3672,2002,Small,Tier 2,Supermarket Type1,1022.6688,0.17604077368609808,Dairy & Frozen,High,Low
20.75,Low Fat,0.108689606,Snack Foods,159.3578,2004,Small,Tier 2,Supermarket Type1,4492.8184,0.32968106709363826,Snacks & Beverages,Mid-High,High
8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,2004,Small,Tier 2,Supermarket Type1,1523.3504,0.19677838804096348,Fresh Produce,Mid-Low,Mid-Low
9.395,Low Fat,0.103664897,Snack Foods,233.6932,1987,High,Tier 3,Supermarket Type1,1414.1592,0.3219703355900975,Snacks & Beverages,High,High
7.39,Low Fat,0.082367244,Soft Drinks,187.753,1999,Medium,Tier 1,Supermarket Type1,1518.024,0.2869969407502456,Snacks & Beverages,High,Mid-High
16.75,Low Fat,0.105282932,Snack Foods,156.963,2009,Medium,Tier 3,Supermarket Type2,2816.334,0.32447331477334157,Snacks & Beverages,Mid-High,High
9.8,Regular,0.141406394,Baking Goods,50.0008,2007,Small,Tier 2,Supermarket Type1,506.008,0.376040415381113,Grains & Bakery,Low,High
15.0,Low Fat,0.071516201,Health and Hygiene,127.7362,2002,Small,Tier 2,Supermarket Type1,1761.7068,0.267425131578915,Household & Hygiene,Mid-Low,Mid-High
6.215,Low Fat,0.012198395,Fruits and Vegetables,37.4848,2009,Medium,Tier 3,Supermarket Type2,186.424,0.11044634443927966,Fresh Produce,Low,Low
11.65,Low Fat,0.132248069,Baking Goods,150.5024,2007,Small,Tier 2,Supermarket Type1,3187.8504,0.36365927597134107,Grains & Bakery,Mid-High,High
5.51,Low Fat,0.034445116,Health and Hygiene,95.8726,1987,High,Tier 3,Supermarket Type1,2153.1972,0.18559395464292472,Household & Hygiene,Mid-Low,Mid-Low
7.72,Regular,0.088543868,Fruits and Vegetables,117.5466,2002,Small,Tier 2,Supermarket Type1,824.9262,0.2975632168128312,Fresh Produce,Mid-Low,Mid-High
16.35,Low Fat,0.016979063,Household,97.441,1987,High,Tier 3,Supermarket Type1,772.328,0.13030373363798906,Household & Hygiene,Mid-Low,Low
13.8,Regular,0.056825065,Snack Foods,230.9984,1987,High,Tier 3,Supermarket Type1,4633.968,0.23838008515813564,Snacks & Beverages,High,Mid-Low
4.905,Low Fat,0.1175683,Canned,197.6768,2002,Small,Tier 2,Supermarket Type1,2956.152,0.34288234133591655,Canned & Packaged,High,High
16.35,Low Fat,0.090562192,Household,198.211,1997,Small,Tier 1,Supermarket Type1,1964.11,0.30093552797900086,Household & Hygiene,High,Mid-High
21.25,Low Fat,0.019423232,Snack Foods,120.8756,1997,Small,Tier 1,Supermarket Type1,3150.5656,0.13936725583866535,Snacks & Beverages,Mid-Low,Low
15.85,Low Fat,0.078489577,Canned,39.9506,1987,High,Tier 3,Supermarket Type1,645.1602,0.2801599132638358,Canned & Packaged,Low,Mid-High
8.6,Regular,0.054706408,Breads,128.931,2009,Medium,Tier 3,Supermarket Type2,1428.141,0.23389401018410028,Grains & Bakery,Mid-Low,Mid-Low
9.13,Low Fat,0.051804278,Household,150.2024,1987,High,Tier 3,Supermarket Type1,1821.6288,0.22760553156722707,Household & Hygiene,Mid-High,Mid-Low
13.1,Low Fat,0.012215675,Fruits and Vegetables,162.7894,1985,Medium,Tier 3,Supermarket Type3,5500.8396,0.11052454478531001,Fresh Produce,Mid-High,Low
12.35,Regular,0.019117392,Meat,110.6544,1985,Small,Tier 1,Grocery Store,223.7088,0.1382656573412212,Fresh Produce,Mid-Low,Low
13.15,Low Fat,0.090778148,Household,153.1024,1985,Small,Tier 1,Grocery Store,303.6048,0.3012941220800698,Household & Hygiene,Mid-High,Mid-High
10.895,Low Fat,0.027047774,Others,50.6666,1997,Small,Tier 1,Supermarket Type1,666.4658,0.1644620746555266,Canned & Packaged,Low,Low
9.3,Low Fat,0.043874493,Hard Drinks,191.0846,2002,Small,Tier 2,Supermarket Type1,1337.5922,0.20946239041890075,Snacks & Beverages,High,Mid-Low
17.7,Low Fat,0.011603492,Frozen Foods,97.741,1987,High,Tier 3,Supermarket Type1,1158.492,0.10771950612586376,Dairy & Frozen,Mid-Low,Low
4.555,Regular,0.034350673,Frozen Foods,112.7544,2004,Small,Tier 2,Supermarket Type1,1789.6704,0.18533934552598377,Dairy & Frozen,Mid-Low,Mid-Low
19.2,Low Fat,0.183686937,Others,241.8196,2007,Small,Tier 2,Supermarket Type1,1687.1372,0.4285871404977055,Canned & Packaged,High,High
13.35,Regular,0.107714834,Dairy,97.8752,1985,Medium,Tier 3,Supermarket Type3,2109.2544,0.3281993814741277,Dairy & Frozen,Mid-Low,High
17.35,Regular,0.146299902,Seafood,150.405,1997,Small,Tier 1,Supermarket Type1,3894.93,0.38249170187077264,Fresh Produce,Mid-High,High
12.65,Low Fat,0.123531974,Meat,108.2938,2009,Medium,Tier 3,Supermarket Type2,535.969,0.3514711567113296,Fresh Produce,Mid-Low,High
17.7,Low Fat,0.087986599,Dairy,181.4292,2002,Small,Tier 2,Supermarket Type1,2918.8672,0.29662535124294415,Dairy & Frozen,Mid-High,Mid-High
14.85,Regular,0.019590769,Dairy,261.591,2009,Medium,Tier 3,Supermarket Type2,2366.919,0.13996702826022991,Dairy & Frozen,High,Low
15.1,Regular,0.067064128,Snack Foods,257.9304,2004,Small,Tier 2,Supermarket Type1,6458.26,0.2589674265231054,Snacks & Beverages,High,Mid-High
12.6,Low Fat,0.087630566,Fruits and Vegetables,110.0228,2002,Small,Tier 2,Supermarket Type1,3205.1612,0.29602460370719186,Fresh Produce,Mid-Low,Mid-High
16.75,Low Fat,0.075721301,Health and Hygiene,34.3532,2004,Small,Tier 2,Supermarket Type1,1042.6428,0.27517503702189267,Household & Hygiene,Low,Mid-High
10.8,Low Fat,0.049719026,Fruits and Vegetables,246.7144,1997,Small,Tier 1,Supermarket Type1,5145.3024,0.22297763564985615,Fresh Produce,High,Mid-Low
20.2,Low Fat,0.065932087,Household,64.851,1997,Small,Tier 1,Supermarket Type1,948.765,0.2567724420571647,Household & Hygiene,Low,Mid-High
13.15,Low Fat,0.037505332,Snack Foods,126.2704,1985,Medium,Tier 3,Supermarket Type3,4255.7936,0.19366293398583015,Snacks & Beverages,Mid-Low,Mid-Low
15.2,Low Fat,0.092282353,Snack Foods,227.2352,2007,Small,Tier 2,Supermarket Type1,4122.6336,0.30378010632692853,Snacks & Beverages,High,High
7.315,Low Fat,0.01532563,Snack Foods,153.434,1999,Medium,Tier 1,Supermarket Type1,459.402,0.1237967285512828,Snacks & Beverages,Mid-High,Low
16.1,Regular,0.047996608,Frozen Foods,127.0362,2009,Medium,Tier 3,Supermarket Type2,1384.1982,0.21908128171982197,Dairy & Frozen,Mid-Low,Mid-Low
13.35,Regular,0.052040539,Dairy,143.1786,1985,Small,Tier 1,Grocery Store,288.9572,0.22812395534007382,Dairy & Frozen,Mid-High,Mid-Low
